"","ID","Position","EAP","SE"
"893",112,5,-1.359,0.557
"894",112,6,-1.434,0.547
"895",112,7,-1.473,0.538
"896",112,8,-1.573,0.544
"897",113,1,-0.544,0.726
"898",113,2,-0.845,0.648
"899",113,3,-1.109,0.606
"900",113,4,-1.254,0.575
"901",113,5,-1.359,0.557
"902",113,6,-1.434,0.547
"903",113,7,-1.473,0.538
"904",113,8,-1.573,0.544
"905",114,1,-0.544,0.726
"906",114,2,-0.845,0.648
"907",114,3,-1.109,0.606
"908",114,4,-1.254,0.575
"909",114,5,-1.359,0.557
"910",114,6,-1.434,0.547
"911",114,7,-1.473,0.538
"912",114,8,-1.573,0.544
"913",115,1,-0.544,0.726
"914",115,2,-0.845,0.648
"915",115,3,-1.109,0.606
"916",115,4,-1.254,0.575
"917",115,5,-1.359,0.557
"918",115,6,-1.434,0.547
"919",115,7,-1.473,0.538
"920",115,8,-1.573,0.544
"921",116,1,-0.544,0.726
"922",116,2,-0.845,0.648
"923",116,3,-1.109,0.606
"924",116,4,-1.254,0.575
"925",116,5,-1.359,0.557
"926",116,6,-1.434,0.547
"927",116,7,-1.473,0.538
"928",116,8,-1.573,0.544
"929",117,1,-0.544,0.726
"930",117,2,-0.002,0.391
"931",117,3,0.088,0.303
"932",117,4,0.125,0.26
"933",117,5,0.07,0.244
"934",117,6,0.011,0.234
"935",117,7,0.008,0.217
"936",117,8,-0.002,0.203
"937",118,1,1.17,0.43
"938",118,2,1.031,0.312
"939",118,3,1.213,0.264
"940",118,4,1.223,0.227
"941",118,5,1.271,0.206
"942",118,6,1.289,0.191
"943",118,7,1.281,0.18
"944",118,8,1.302,0.17
"945",119,1,0.6,0.417
"946",119,2,0.713,0.299
"947",119,3,0.764,0.251
"948",119,4,0.643,0.233
"949",119,5,0.644,0.21
"950",119,6,0.595,0.194
"951",119,7,0.552,0.183
"952",119,8,0.518,0.173
"953",120,1,-0.544,0.726
"954",120,2,-0.845,0.648
"955",120,3,-1.109,0.606
"956",120,4,-1.254,0.575
"957",120,5,-1.359,0.557
"958",120,6,-1.434,0.547
"959",120,7,-1.473,0.538
"960",120,8,-1.573,0.544
"961",121,1,1.17,0.43
"962",121,2,1.031,0.312
"963",121,3,0.992,0.259
"964",121,4,1.055,0.224
"965",121,5,1.019,0.202
"966",121,6,1.07,0.188
"967",121,7,1.115,0.178
"968",121,8,1.124,0.169
"969",122,1,-0.544,0.726
"970",122,2,-0.002,0.391
"971",122,3,0.088,0.303
"972",122,4,0.125,0.26
"973",122,5,0.07,0.244
"974",122,6,0.011,0.234
"975",122,7,0.116,0.214
"976",122,8,0.092,0.202
"977",123,1,-0.544,0.726
"978",123,2,-0.845,0.648
"979",123,3,-1.109,0.606
"980",123,4,-1.254,0.575
"981",123,5,-1.359,0.557
"982",123,6,-1.434,0.547
"983",123,7,-1.473,0.538
"984",123,8,-1.573,0.544
"985",124,1,-0.544,0.726
"986",124,2,-0.845,0.648
"987",124,3,-1.109,0.606
"988",124,4,-1.254,0.575
"989",124,5,-1.359,0.557
"990",124,6,-1.434,0.547
"991",124,7,-1.473,0.538
"992",124,8,-1.573,0.544
"993",125,1,-0.544,0.726
"994",125,2,-0.002,0.391
"995",125,3,0.088,0.303
"996",125,4,0.125,0.26
"997",125,5,0.07,0.244
"998",125,6,0.011,0.234
"999",125,7,0.008,0.217
"1000",125,8,-0.002,0.203
"1001",126,1,-0.544,0.726
"1002",126,2,-0.845,0.648
"1003",126,3,-1.109,0.606
"1004",126,4,-1.254,0.575
"1005",126,5,-1.359,0.557
"1006",126,6,-1.434,0.547
"1007",126,7,-1.473,0.538
"1008",126,8,-1.573,0.544
"1009",127,1,-0.544,0.726
"1010",127,2,-0.845,0.648
"1011",127,3,-0.447,0.403
"1012",127,4,-0.587,0.38
"1013",127,5,-0.426,0.299
"1014",127,6,-0.506,0.286
"1015",127,7,-0.578,0.28
"1016",127,8,-0.488,0.246
"1017",128,1,-0.544,0.726
"1018",128,2,-0.002,0.391
"1019",128,3,0.088,0.303
"1020",128,4,0.125,0.26
"1021",128,5,0.07,0.244
"1022",128,6,0.011,0.234
"1023",128,7,0.008,0.217
"1024",128,8,-0.002,0.203
"1025",129,1,0.6,0.417
"1026",129,2,0.713,0.299
"1027",129,3,0.764,0.251
"1028",129,4,0.643,0.233
"1029",129,5,0.644,0.21
"1030",129,6,0.595,0.194
"1031",129,7,0.652,0.184
"1032",129,8,0.595,0.177
"1033",130,1,-0.544,0.726
"1034",130,2,-0.002,0.391
"1035",130,3,0.088,0.303
"1036",130,4,0.125,0.26
"1037",130,5,0.07,0.244
"1038",130,6,0.011,0.234
"1039",130,7,0.008,0.217
"1040",130,8,-0.002,0.203
"1041",131,1,-0.544,0.726
"1042",131,2,-0.002,0.391
"1043",131,3,0.088,0.303
"1044",131,4,0.125,0.26
"1045",131,5,0.07,0.244
"1046",131,6,0.011,0.234
"1047",131,7,0.116,0.214
"1048",131,8,0.092,0.202
"1049",132,1,-0.544,0.726
"1050",132,2,-0.845,0.648
"1051",132,3,-1.109,0.606
"1052",132,4,-1.254,0.575
"1053",132,5,-1.359,0.557
"1054",132,6,-1.434,0.547
"1055",132,7,-1.473,0.538
"1056",132,8,-1.573,0.544
"1057",133,1,0.6,0.417
"1058",133,2,0.713,0.299
"1059",133,3,0.764,0.251
"1060",133,4,0.785,0.22
"1061",133,5,0.719,0.206
"1062",133,6,0.709,0.19
"1063",133,7,0.763,0.178
"1064",133,8,0.772,0.167
"1065",134,1,-0.544,0.726
"1066",134,2,-0.845,0.648
"1067",134,3,-0.447,0.403
"1068",134,4,-0.587,0.38
"1069",134,5,-0.426,0.299
"1070",134,6,-0.506,0.286
"1071",134,7,-0.578,0.28
"1072",134,8,-0.488,0.246
"1073",135,1,1.17,0.43
"1074",135,2,1.386,0.308
"1075",135,3,1.346,0.254
"1076",135,4,1.418,0.225
"1077",135,5,1.432,0.204
"1078",135,6,1.429,0.19
"1079",135,7,1.405,0.179
"1080",135,8,1.437,0.17
"1081",136,1,-0.544,0.726
"1082",136,2,-0.002,0.391
"1083",136,3,0.088,0.303
"1084",136,4,0.125,0.26
"1085",136,5,0.07,0.244
"1086",136,6,0.011,0.234
"1087",136,7,0.008,0.217
"1088",136,8,-0.002,0.203
"1089",137,1,-0.544,0.726
"1090",137,2,-0.002,0.391
"1091",137,3,0.088,0.303
"1092",137,4,0.125,0.26
"1093",137,5,0.07,0.244
"1094",137,6,0.011,0.234
"1095",137,7,0.008,0.217
"1096",137,8,-0.002,0.203
"1097",138,1,0.6,0.417
"1098",138,2,0.713,0.299
"1099",138,3,0.764,0.251
"1100",138,4,0.785,0.22
"1101",138,5,0.719,0.206
"1102",138,6,0.709,0.19
"1103",138,7,0.763,0.178
"1104",138,8,0.772,0.167
"1105",139,1,1.17,0.43
"1106",139,2,1.031,0.312
"1107",139,3,1.213,0.264
"1108",139,4,1.223,0.227
"1109",139,5,1.271,0.206
"1110",139,6,1.289,0.191
"1111",139,7,1.281,0.18
"1112",139,8,1.302,0.17
"1113",140,1,-0.544,0.726
"1114",140,2,-0.002,0.391
"1115",140,3,0.088,0.303
"1116",140,4,0.125,0.26
"1117",140,5,0.07,0.244
"1118",140,6,0.011,0.234
"1119",140,7,0.008,0.217
"1120",140,8,-0.002,0.203
"1121",141,1,-0.544,0.726
"1122",141,2,-0.845,0.648
"1123",141,3,-1.109,0.606
"1124",141,4,-1.254,0.575
"1125",141,5,-1.359,0.557
"1126",141,6,-1.434,0.547
"1127",141,7,-1.473,0.538
"1128",141,8,-1.573,0.544
"1129",142,1,1.17,0.43
"1130",142,2,1.386,0.308
"1131",142,3,1.346,0.254
"1132",142,4,1.418,0.225
"1133",142,5,1.432,0.204
"1134",142,6,1.429,0.19
"1135",142,7,1.405,0.179
"1136",142,8,1.437,0.17
"1137",143,1,0.6,0.417
"1138",143,2,0.713,0.299
"1139",143,3,0.764,0.251
"1140",143,4,0.643,0.233
"1141",143,5,0.644,0.21
"1142",143,6,0.717,0.195
"1143",143,7,0.671,0.185
"1144",143,8,0.613,0.179
"1145",144,1,-0.544,0.726
"1146",144,2,-0.845,0.648
"1147",144,3,-0.447,0.403
"1148",144,4,-0.587,0.38
"1149",144,5,-0.426,0.299
"1150",144,6,-0.506,0.286
"1151",144,7,-0.578,0.28
"1152",144,8,-0.488,0.246
"1153",145,1,0.6,0.417
"1154",145,2,0.319,0.353
"1155",145,3,0.325,0.283
"1156",145,4,0.236,0.265
"1157",145,5,0.241,0.234
"1158",145,6,0.241,0.213
"1159",145,7,0.304,0.193
"1160",145,8,0.269,0.187
"1161",146,1,-0.544,0.726
"1162",146,2,-0.845,0.648
"1163",146,3,-1.109,0.606
"1164",146,4,-1.254,0.575
"1165",146,5,-1.359,0.557
"1166",146,6,-1.434,0.547
"1167",146,7,-1.473,0.538
"1168",146,8,-1.573,0.544
"1169",147,1,1.17,0.43
"1170",147,2,1.031,0.312
"1171",147,3,0.992,0.259
"1172",147,4,1.055,0.224
"1173",147,5,1.019,0.202
"1174",147,6,1.07,0.188
"1175",147,7,1.115,0.178
"1176",147,8,1.124,0.169
"1177",148,1,-0.544,0.726
"1178",148,2,-0.002,0.391
"1179",148,3,0.088,0.303
"1180",148,4,0.125,0.26
"1181",148,5,0.07,0.244
"1182",148,6,0.011,0.234
"1183",148,7,0.008,0.217
"1184",148,8,-0.002,0.203
"1185",149,1,0.6,0.417
"1186",149,2,0.713,0.299
"1187",149,3,0.764,0.251
"1188",149,4,0.785,0.22
"1189",149,5,0.719,0.206
"1190",149,6,0.709,0.19
"1191",149,7,0.763,0.178
"1192",149,8,0.83,0.171
"1193",150,1,-0.544,0.726
"1194",150,2,-0.002,0.391
"1195",150,3,0.088,0.303
"1196",150,4,0.125,0.26
"1197",150,5,0.07,0.244
"1198",150,6,0.011,0.234
"1199",150,7,0.008,0.217
"1200",150,8,-0.002,0.203
"1201",151,1,1.17,0.43
"1202",151,2,1.031,0.312
"1203",151,3,1.213,0.264
"1204",151,4,1.223,0.227
"1205",151,5,1.156,0.206
"1206",151,6,1.19,0.191
"1207",151,7,1.224,0.18
"1208",151,8,1.273,0.172
"1209",152,1,-0.544,0.726
"1210",152,2,-0.002,0.391
"1211",152,3,0.088,0.303
"1212",152,4,0.125,0.26
"1213",152,5,0.07,0.244
"1214",152,6,0.011,0.234
"1215",152,7,0.008,0.217
"1216",152,8,-0.002,0.203
"1217",153,1,-0.544,0.726
"1218",153,2,-0.845,0.648
"1219",153,3,-0.447,0.403
"1220",153,4,-0.587,0.38
"1221",153,5,-0.426,0.299
"1222",153,6,-0.506,0.286
"1223",153,7,-0.578,0.28
"1224",153,8,-0.488,0.246
"1225",154,1,-0.544,0.726
"1226",154,2,-0.845,0.648
"1227",154,3,-0.447,0.403
"1228",154,4,-0.587,0.38
"1229",154,5,-0.426,0.299
"1230",154,6,-0.506,0.286
"1231",154,7,-0.387,0.247
"1232",154,8,-0.335,0.226
"1233",155,1,0.6,0.417
"1234",155,2,0.713,0.299
"1235",155,3,0.764,0.251
"1236",155,4,0.785,0.22
"1237",155,5,0.871,0.2
"1238",155,6,0.938,0.187
"1239",155,7,0.967,0.177
"1240",155,8,1.017,0.169
"1241",156,1,-0.544,0.726
"1242",156,2,-0.002,0.391
"1243",156,3,0.088,0.303
"1244",156,4,-0.096,0.289
"1245",156,5,-0.078,0.256
"1246",156,6,-0.079,0.233
"1247",156,7,-0.044,0.215
"1248",156,8,-0.081,0.208
"1249",157,1,-0.544,0.726
"1250",157,2,-0.002,0.391
"1251",157,3,0.088,0.303
"1252",157,4,0.125,0.26
"1253",157,5,0.07,0.244
"1254",157,6,0.011,0.234
"1255",157,7,0.008,0.217
"1256",157,8,-0.002,0.203
"1257",158,1,-0.544,0.726
"1258",158,2,-0.002,0.391
"1259",158,3,0.088,0.303
"1260",158,4,0.125,0.26
"1261",158,5,0.07,0.244
"1262",158,6,0.011,0.234
"1263",158,7,0.116,0.214
"1264",158,8,0.188,0.198
"1265",159,1,-0.544,0.726
"1266",159,2,-0.002,0.391
"1267",159,3,0.088,0.303
"1268",159,4,0.125,0.26
"1269",159,5,0.07,0.244
"1270",159,6,0.011,0.234
"1271",159,7,0.008,0.217
"1272",159,8,-0.002,0.203
"1273",160,1,1.17,0.43
"1274",160,2,1.031,0.312
"1275",160,3,1.213,0.264
"1276",160,4,1.223,0.227
"1277",160,5,1.156,0.206
"1278",160,6,1.19,0.191
"1279",160,7,1.224,0.18
"1280",160,8,1.273,0.172
"1281",161,1,1.17,0.43
"1282",161,2,1.031,0.312
"1283",161,3,1.213,0.264
"1284",161,4,1.223,0.227
"1285",161,5,1.271,0.206
"1286",161,6,1.289,0.191
"1287",161,7,1.281,0.18
"1288",161,8,1.302,0.17
"1289",162,1,-0.544,0.726
"1290",162,2,-0.002,0.391
"1291",162,3,0.088,0.303
"1292",162,4,0.125,0.26
"1293",162,5,0.07,0.244
"1294",162,6,0.011,0.234
"1295",162,7,0.116,0.214
"1296",162,8,0.092,0.202
"1297",163,1,0.6,0.417
"1298",163,2,0.319,0.353
"1299",163,3,0.325,0.283
"1300",163,4,0.236,0.265
"1301",163,5,0.241,0.234
"1302",163,6,0.241,0.213
"1303",163,7,0.304,0.193
"1304",163,8,0.269,0.187
"1305",164,1,0.6,0.417
"1306",164,2,0.713,0.299
"1307",164,3,0.764,0.251
"1308",164,4,0.785,0.22
"1309",164,5,0.719,0.206
"1310",164,6,0.709,0.19
"1311",164,7,0.763,0.178
"1312",164,8,0.772,0.167
"1313",165,1,-0.544,0.726
"1314",165,2,-0.002,0.391
"1315",165,3,0.088,0.303
"1316",165,4,0.125,0.26
"1317",165,5,0.07,0.244
"1318",165,6,0.011,0.234
"1319",165,7,0.008,0.217
"1320",165,8,-0.002,0.203
"1321",166,1,-0.544,0.726
"1322",166,2,-0.845,0.648
"1323",166,3,-1.109,0.606
"1324",166,4,-1.254,0.575
"1325",166,5,-1.359,0.557
"1326",166,6,-1.434,0.547
"1327",166,7,-1.473,0.538
"1328",166,8,-1.573,0.544
"1329",167,1,-0.544,0.726
"1330",167,2,-0.845,0.648
"1331",167,3,-1.109,0.606
"1332",167,4,-1.254,0.575
"1333",167,5,-1.359,0.557
"1334",167,6,-1.434,0.547
"1335",167,7,-1.473,0.538
"1336",167,8,-1.573,0.544
"1337",168,1,-0.544,0.726
"1338",168,2,-0.845,0.648
"1339",168,3,-1.109,0.606
"1340",168,4,-1.254,0.575
"1341",168,5,-1.359,0.557
"1342",168,6,-1.434,0.547
"1343",168,7,-1.473,0.538
"1344",168,8,-1.573,0.544
"1345",169,1,0.6,0.417
"1346",169,2,0.713,0.299
"1347",169,3,0.764,0.251
"1348",169,4,0.785,0.22
"1349",169,5,0.719,0.206
"1350",169,6,0.709,0.19
"1351",169,7,0.763,0.178
"1352",169,8,0.772,0.167
"1353",170,1,0.6,0.417
"1354",170,2,0.713,0.299
"1355",170,3,0.764,0.251
"1356",170,4,0.785,0.22
"1357",170,5,0.719,0.206
"1358",170,6,0.709,0.19
"1359",170,7,0.763,0.178
"1360",170,8,0.772,0.167
"1361",171,1,-0.544,0.726
"1362",171,2,-0.845,0.648
"1363",171,3,-1.109,0.606
"1364",171,4,-1.254,0.575
"1365",171,5,-1.359,0.557
"1366",171,6,-1.434,0.547
"1367",171,7,-1.473,0.538
"1368",171,8,-1.573,0.544
"1369",172,1,0.6,0.417
"1370",172,2,0.713,0.299
"1371",172,3,0.764,0.251
"1372",172,4,0.785,0.22
"1373",172,5,0.719,0.206
"1374",172,6,0.709,0.19
"1375",172,7,0.763,0.178
"1376",172,8,0.772,0.167
"1377",173,1,-0.544,0.726
"1378",173,2,-0.002,0.391
"1379",173,3,0.088,0.303
"1380",173,4,0.125,0.26
"1381",173,5,0.07,0.244
"1382",173,6,0.011,0.234
"1383",173,7,0.008,0.217
"1384",173,8,-0.002,0.203
"1385",174,1,1.17,0.43
"1386",174,2,1.386,0.308
"1387",174,3,1.564,0.264
"1388",174,4,1.591,0.231
"1389",174,5,1.576,0.209
"1390",174,6,1.662,0.196
"1391",174,7,1.723,0.184
"1392",174,8,1.77,0.174
"1393",175,1,-0.544,0.726
"1394",175,2,-0.002,0.391
"1395",175,3,0.088,0.303
"1396",175,4,0.125,0.26
"1397",175,5,0.07,0.244
"1398",175,6,0.011,0.234
"1399",175,7,0.008,0.217
"1400",175,8,-0.002,0.203
"1401",176,1,0.6,0.417
"1402",176,2,0.713,0.299
"1403",176,3,0.764,0.251
"1404",176,4,0.785,0.22
"1405",176,5,0.719,0.206
"1406",176,6,0.709,0.19
"1407",176,7,0.763,0.178
"1408",176,8,0.772,0.167
"1409",177,1,-0.544,0.726
"1410",177,2,-0.002,0.391
"1411",177,3,0.088,0.303
"1412",177,4,0.125,0.26
"1413",177,5,0.07,0.244
"1414",177,6,0.011,0.234
"1415",177,7,0.008,0.217
"1416",177,8,-0.002,0.203
"1417",178,1,0.6,0.417
"1418",178,2,0.713,0.299
"1419",178,3,0.764,0.251
"1420",178,4,0.643,0.233
"1421",178,5,0.644,0.21
"1422",178,6,0.595,0.194
"1423",178,7,0.552,0.183
"1424",178,8,0.518,0.173
"1425",179,1,-0.544,0.726
"1426",179,2,-0.845,0.648
"1427",179,3,-0.447,0.403
"1428",179,4,-0.587,0.38
"1429",179,5,-0.426,0.299
"1430",179,6,-0.277,0.252
"1431",179,7,-0.209,0.228
"1432",179,8,-0.184,0.213
"1433",180,1,-0.544,0.726
"1434",180,2,-0.002,0.391
"1435",180,3,0.088,0.303
"1436",180,4,0.125,0.26
"1437",180,5,0.07,0.244
"1438",180,6,0.011,0.234
"1439",180,7,0.008,0.217
"1440",180,8,-0.002,0.203
"1441",181,1,-0.544,0.726
"1442",181,2,-0.845,0.648
"1443",181,3,-1.109,0.606
"1444",181,4,-1.254,0.575
"1445",181,5,-1.359,0.557
"1446",181,6,-1.434,0.547
"1447",181,7,-1.473,0.538
"1448",181,8,-1.573,0.544
"1449",182,1,1.17,0.43
"1450",182,2,1.386,0.308
"1451",182,3,1.564,0.264
"1452",182,4,1.591,0.231
"1453",182,5,1.576,0.209
"1454",182,6,1.662,0.196
"1455",182,7,1.723,0.184
"1456",182,8,1.77,0.174
"1457",183,1,-0.544,0.726
"1458",183,2,-0.845,0.648
"1459",183,3,-1.109,0.606
"1460",183,4,-1.254,0.575
"1461",183,5,-1.359,0.557
"1462",183,6,-1.434,0.547
"1463",183,7,-1.473,0.538
"1464",183,8,-1.573,0.544
"1465",184,1,-0.544,0.726
"1466",184,2,-0.002,0.391
"1467",184,3,0.088,0.303
"1468",184,4,0.125,0.26
"1469",184,5,0.07,0.244
"1470",184,6,0.011,0.234
"1471",184,7,0.116,0.214
"1472",184,8,0.188,0.198
"1473",185,1,-0.544,0.726
"1474",185,2,-0.845,0.648
"1475",185,3,-1.109,0.606
"1476",185,4,-1.254,0.575
"1477",185,5,-1.359,0.557
"1478",185,6,-1.434,0.547
"1479",185,7,-1.473,0.538
"1480",185,8,-1.573,0.544
"1481",186,1,-0.544,0.726
"1482",186,2,-0.002,0.391
"1483",186,3,0.088,0.303
"1484",186,4,0.125,0.26
"1485",186,5,0.07,0.244
"1486",186,6,0.011,0.234
"1487",186,7,0.008,0.217
"1488",186,8,-0.002,0.203
"1489",187,1,-0.544,0.726
"1490",187,2,-0.002,0.391
"1491",187,3,0.088,0.303
"1492",187,4,0.125,0.26
"1493",187,5,0.07,0.244
"1494",187,6,0.011,0.234
"1495",187,7,0.008,0.217
"1496",187,8,-0.002,0.203
"1497",188,1,0.6,0.417
"1498",188,2,0.319,0.353
"1499",188,3,0.325,0.283
"1500",188,4,0.236,0.265
"1501",188,5,0.241,0.234
"1502",188,6,0.241,0.213
"1503",188,7,0.304,0.193
"1504",188,8,0.269,0.187
"1505",189,1,-0.544,0.726
"1506",189,2,-0.845,0.648
"1507",189,3,-1.109,0.606
"1508",189,4,-1.254,0.575
"1509",189,5,-1.359,0.557
"1510",189,6,-1.434,0.547
"1511",189,7,-1.473,0.538
"1512",189,8,-1.573,0.544
"1513",190,1,-0.544,0.726
"1514",190,2,-0.845,0.648
"1515",190,3,-1.109,0.606
"1516",190,4,-1.254,0.575
"1517",190,5,-1.359,0.557
"1518",190,6,-1.434,0.547
"1519",190,7,-1.473,0.538
"1520",190,8,-1.573,0.544
"1521",191,1,-0.544,0.726
"1522",191,2,-0.002,0.391
"1523",191,3,0.088,0.303
"1524",191,4,0.125,0.26
"1525",191,5,0.07,0.244
"1526",191,6,0.011,0.234
"1527",191,7,0.008,0.217
"1528",191,8,-0.002,0.203
"1529",192,1,0.6,0.417
"1530",192,2,0.713,0.299
"1531",192,3,0.764,0.251
"1532",192,4,0.785,0.22
"1533",192,5,0.719,0.206
"1534",192,6,0.709,0.19
"1535",192,7,0.763,0.178
"1536",192,8,0.772,0.167
"1537",193,1,-0.544,0.726
"1538",193,2,-0.845,0.648
"1539",193,3,-1.109,0.606
"1540",193,4,-1.254,0.575
"1541",193,5,-1.359,0.557
"1542",193,6,-1.434,0.547
"1543",193,7,-1.473,0.538
"1544",193,8,-1.573,0.544
"1545",194,1,-0.544,0.726
"1546",194,2,-0.002,0.391
"1547",194,3,0.088,0.303
"1548",194,4,0.125,0.26
"1549",194,5,0.07,0.244
"1550",194,6,0.011,0.234
"1551",194,7,0.008,0.217
"1552",194,8,-0.002,0.203
"1553",195,1,1.17,0.43
"1554",195,2,1.386,0.308
"1555",195,3,1.346,0.254
"1556",195,4,1.418,0.225
"1557",195,5,1.432,0.204
"1558",195,6,1.429,0.19
"1559",195,7,1.405,0.179
"1560",195,8,1.437,0.17
"1561",196,1,-0.544,0.726
"1562",196,2,-0.002,0.391
"1563",196,3,0.088,0.303
"1564",196,4,0.125,0.26
"1565",196,5,0.07,0.244
"1566",196,6,0.011,0.234
"1567",196,7,0.008,0.217
"1568",196,8,-0.002,0.203
"1569",197,1,-0.544,0.726
"1570",197,2,-0.002,0.391
"1571",197,3,0.088,0.303
"1572",197,4,0.125,0.26
"1573",197,5,0.07,0.244
"1574",197,6,0.011,0.234
"1575",197,7,0.008,0.217
"1576",197,8,-0.002,0.203
"1577",198,1,0.6,0.417
"1578",198,2,0.713,0.299
"1579",198,3,0.764,0.251
"1580",198,4,0.785,0.22
"1581",198,5,0.719,0.206
"1582",198,6,0.709,0.19
"1583",198,7,0.763,0.178
"1584",198,8,0.772,0.167
"1585",199,1,-0.544,0.726
"1586",199,2,-0.002,0.391
"1587",199,3,0.088,0.303
"1588",199,4,0.125,0.26
"1589",199,5,0.07,0.244
"1590",199,6,0.011,0.234
"1591",199,7,0.008,0.217
"1592",199,8,-0.002,0.203
"1593",200,1,1.17,0.43
"1594",200,2,1.031,0.312
"1595",200,3,1.213,0.264
"1596",200,4,1.223,0.227
"1597",200,5,1.271,0.206
"1598",200,6,1.289,0.191
"1599",200,7,1.281,0.18
"1600",200,8,1.302,0.17
"1601",201,1,0.6,0.417
"1602",201,2,0.713,0.299
"1603",201,3,0.764,0.251
"1604",201,4,0.785,0.22
"1605",201,5,0.871,0.2
"1606",201,6,0.938,0.187
"1607",201,7,0.967,0.177
"1608",201,8,1.017,0.169
"1609",202,1,-0.544,0.726
"1610",202,2,-0.002,0.391
"1611",202,3,0.088,0.303
"1612",202,4,0.125,0.26
"1613",202,5,0.07,0.244
"1614",202,6,0.011,0.234
"1615",202,7,0.116,0.214
"1616",202,8,0.092,0.202
"1617",203,1,-0.544,0.726
"1618",203,2,-0.002,0.391
"1619",203,3,0.088,0.303
"1620",203,4,0.125,0.26
"1621",203,5,0.07,0.244
"1622",203,6,0.011,0.234
"1623",203,7,0.008,0.217
"1624",203,8,-0.002,0.203
"1625",204,1,-0.544,0.726
"1626",204,2,-0.845,0.648
"1627",204,3,-0.447,0.403
"1628",204,4,-0.587,0.38
"1629",204,5,-0.426,0.299
"1630",204,6,-0.506,0.286
"1631",204,7,-0.578,0.28
"1632",204,8,-0.488,0.246
"1633",205,1,0.6,0.417
"1634",205,2,0.713,0.299
"1635",205,3,0.764,0.251
"1636",205,4,0.785,0.22
"1637",205,5,0.719,0.206
"1638",205,6,0.709,0.19
"1639",205,7,0.763,0.178
"1640",205,8,0.83,0.171
"1641",206,1,0.6,0.417
"1642",206,2,0.319,0.353
"1643",206,3,0.325,0.283
"1644",206,4,0.468,0.24
"1645",206,5,0.502,0.213
"1646",206,6,0.44,0.203
"1647",206,7,0.414,0.19
"1648",206,8,0.394,0.179
"1649",207,1,-0.544,0.726
"1650",207,2,-0.845,0.648
"1651",207,3,-1.109,0.606
"1652",207,4,-1.254,0.575
"1653",207,5,-1.359,0.557
"1654",207,6,-1.434,0.547
"1655",207,7,-1.473,0.538
"1656",207,8,-1.573,0.544
"1657",208,1,-0.544,0.726
"1658",208,2,-0.002,0.391
"1659",208,3,0.088,0.303
"1660",208,4,0.125,0.26
"1661",208,5,0.07,0.244
"1662",208,6,0.011,0.234
"1663",208,7,0.008,0.217
"1664",208,8,-0.002,0.203
"1665",209,1,-0.544,0.726
"1666",209,2,-0.845,0.648
"1667",209,3,-1.109,0.606
"1668",209,4,-1.254,0.575
"1669",209,5,-1.359,0.557
"1670",209,6,-1.434,0.547
"1671",209,7,-1.473,0.538
"1672",209,8,-1.573,0.544
"1673",210,1,0.6,0.417
"1674",210,2,0.713,0.299
"1675",210,3,0.764,0.251
"1676",210,4,0.785,0.22
"1677",210,5,0.719,0.206
"1678",210,6,0.709,0.19
"1679",210,7,0.763,0.178
"1680",210,8,0.772,0.167
"1681",211,1,-0.544,0.726
"1682",211,2,-0.845,0.648
"1683",211,3,-1.109,0.606
"1684",211,4,-1.254,0.575
"1685",211,5,-1.359,0.557
"1686",211,6,-1.434,0.547
"1687",211,7,-1.473,0.538
"1688",211,8,-1.573,0.544
"1689",212,1,-0.544,0.726
"1690",212,2,-0.845,0.648
"1691",212,3,-1.109,0.606
"1692",212,4,-1.254,0.575
"1693",212,5,-1.359,0.557
"1694",212,6,-1.434,0.547
"1695",212,7,-1.473,0.538
"1696",212,8,-1.573,0.544
"1697",213,1,-0.544,0.726
"1698",213,2,-0.845,0.648
"1699",213,3,-1.109,0.606
"1700",213,4,-1.254,0.575
"1701",213,5,-1.359,0.557
"1702",213,6,-1.434,0.547
"1703",213,7,-1.473,0.538
"1704",213,8,-1.573,0.544
"1705",214,1,-0.544,0.726
"1706",214,2,-0.845,0.648
"1707",214,3,-0.447,0.403
"1708",214,4,-0.587,0.38
"1709",214,5,-0.426,0.299
"1710",214,6,-0.506,0.286
"1711",214,7,-0.578,0.28
"1712",214,8,-0.488,0.246
"1713",215,1,-0.544,0.726
"1714",215,2,-0.002,0.391
"1715",215,3,0.088,0.303
"1716",215,4,0.125,0.26
"1717",215,5,0.07,0.244
"1718",215,6,0.011,0.234
"1719",215,7,0.008,0.217
"1720",215,8,-0.002,0.203
"1721",216,1,-0.544,0.726
"1722",216,2,-0.845,0.648
"1723",216,3,-1.109,0.606
"1724",216,4,-1.254,0.575
"1725",216,5,-1.359,0.557
"1726",216,6,-1.434,0.547
"1727",216,7,-1.473,0.538
"1728",216,8,-1.573,0.544
"1729",217,1,0.6,0.417
"1730",217,2,0.713,0.299
"1731",217,3,0.764,0.251
"1732",217,4,0.643,0.233
"1733",217,5,0.644,0.21
"1734",217,6,0.595,0.194
"1735",217,7,0.552,0.183
"1736",217,8,0.518,0.173
"1737",218,1,0.6,0.417
"1738",218,2,0.713,0.299
"1739",218,3,0.764,0.251
"1740",218,4,0.643,0.233
"1741",218,5,0.644,0.21
"1742",218,6,0.595,0.194
"1743",218,7,0.652,0.184
"1744",218,8,0.595,0.177
"1745",219,1,-0.544,0.726
"1746",219,2,-0.845,0.648
"1747",219,3,-1.109,0.606
"1748",219,4,-1.254,0.575
